,Slot_id,Key,Date_Sin,Slot_Timeint,Covid,Time_Int,Ilegality_Rate,Holidays,Capacity,Week_Day_Sin,Month_Sin
37,18022,2018-01-03 11:00,0.5712682150947923,0.4791666666666667,0,0.47658564814814813,0.4285714285714285,0,18,-0.900968867902419,0.8660254037844387
38,18022,2018-01-03 15:00,0.5712682150947923,0.6458333333333334,0,0.6352893518518519,0.7058823529411765,0,18,-0.900968867902419,0.8660254037844387
39,18022,2018-01-04 11:00,0.72479278722912,0.4791666666666667,0,0.49930555555555556,1.0,0,18,-0.9009688679024191,0.8660254037844387
40,18024,2018-01-03 08:00,0.5712682150947923,0.3541666666666667,0,0.36993055555555554,0.9,0,17,-0.900968867902419,0.8660254037844387
41,18024,2018-01-03 11:00,0.5712682150947923,0.4791666666666667,0,0.48530092592592594,0.3333333333333333,0,17,-0.900968867902419,0.8660254037844387
42,18024,2018-01-03 15:00,0.5712682150947923,0.6458333333333334,0,0.6345833333333334,0.8,0,17,-0.900968867902419,0.8660254037844387
43,18024,2018-01-04 12:00,0.72479278722912,0.5208333333333334,0,0.5057870370370371,0.7777777777777778,0,17,-0.9009688679024191,0.8660254037844387
44,18143,2018-01-03 15:00,0.5712682150947923,0.6458333333333334,0,0.6394560185185185,0.8181818181818182,0,16,-0.900968867902419,0.8660254037844387
45,18513,2018-01-03 15:00,0.5712682150947923,0.6458333333333334,0,0.6586342592592592,0.8888888888888888,0,7,-0.900968867902419,0.8660254037844387
46,18683,2018-01-03 15:00,0.5712682150947923,0.6458333333333334,0,0.6648148148148149,0.5,0,5,-0.900968867902419,0.8660254037844387
47,19143,2018-01-04 12:00,0.72479278722912,0.5208333333333334,0,0.5282407407407408,0.8333333333333334,0,21,-0.9009688679024191,0.8660254037844387
48,19151,2018-01-04 12:00,0.72479278722912,0.5208333333333334,0,0.5198379629629629,0.4285714285714285,0,11,-0.9009688679024191,0.8660254037844387
49,19163,2018-01-03 16:00,0.5712682150947923,0.6875,0,0.6737037037037037,1.0,0,7,-0.900968867902419,0.8660254037844387
50,19555,2018-01-04 12:00,0.72479278722912,0.5208333333333334,0,0.5191435185185185,0.5714285714285714,0,5,-0.9009688679024191,0.8660254037844387
51,19733,2018-01-04 11:00,0.72479278722912,0.4791666666666667,0,0.49722222222222223,0.875,0,5,-0.9009688679024191,0.8660254037844387
52,19813,2018-01-04 12:00,0.72479278722912,0.5208333333333334,0,0.5063888888888889,0.8,0,11,-0.9009688679024191,0.8660254037844387
53,20541,2018-01-03 11:00,0.5712682150947923,0.4791666666666667,0,0.49409722222222224,0.6,0,21,-0.900968867902419,0.8660254037844387
54,20541,2018-01-03 12:00,0.5712682150947923,0.5208333333333334,0,0.5090740740740741,0.6785714285714286,0,21,-0.900968867902419,0.8660254037844387
55,20544,2018-01-03 08:00,0.5712682150947923,0.3541666666666667,0,0.3536111111111111,0.7857142857142857,0,50,-0.900968867902419,0.8660254037844387
56,20544,2018-01-03 11:00,0.5712682150947923,0.4791666666666667,0,0.47519675925925925,0.696969696969697,0,50,-0.900968867902419,0.8660254037844387
57,20544,2018-01-04 12:00,0.72479278722912,0.5208333333333334,0,0.521099537037037,0.5,0,50,-0.9009688679024191,0.8660254037844387
58,20548,2018-01-03 08:00,0.5712682150947923,0.3541666666666667,0,0.3693518518518519,0.4583333333333333,0,31,-0.900968867902419,0.8660254037844387
59,20548,2018-01-03 09:00,0.5712682150947923,0.3958333333333333,0,0.3831365740740741,0.4545454545454545,0,31,-0.900968867902419,0.8660254037844387
60,20548,2018-01-03 12:00,0.5712682150947923,0.5208333333333334,0,0.5065509259259259,0.4776119402985074,0,31,-0.900968867902419,0.8660254037844387
61,20548,2018-01-04 12:00,0.72479278722912,0.5208333333333334,0,0.5307638888888889,0.391304347826087,0,31,-0.9009688679024191,0.8660254037844387
62,20672,2018-01-04 12:00,0.72479278722912,0.5208333333333334,0,0.5194444444444445,0.3333333333333333,0,14,-0.9009688679024191,0.8660254037844387
63,20783,2018-01-03 08:00,0.5712682150947923,0.3541666666666667,0,0.3659722222222222,0.8666666666666667,0,39,-0.900968867902419,0.8660254037844387
64,20783,2018-01-03 12:00,0.5712682150947923,0.5208333333333334,0,0.5143865740740741,0.4615384615384615,0,39,-0.900968867902419,0.8660254037844387
65,25,2018-01-03 15:00,0.5712682150947923,0.6458333333333334,0,0.6283564814814815,0.8333333333333334,0,15,-0.900968867902419,0.8660254037844387
66,26,2018-01-03 14:00,0.5712682150947923,0.6041666666666666,0,0.6173611111111111,0.6666666666666666,0,8,-0.900968867902419,0.8660254037844387
67,27,2018-01-03 14:00,0.5712682150947923,0.6041666666666666,0,0.6144444444444445,0.2,0,3,-0.900968867902419,0.8660254037844387
68,28,2018-01-03 14:00,0.5712682150947923,0.6041666666666666,0,0.6177083333333333,0.75,0,14,-0.900968867902419,0.8660254037844387
69,28323,2018-01-03 08:00,0.5712682150947923,0.3541666666666667,0,0.37135416666666665,0.5,0,9,-0.900968867902419,0.8660254037844387
70,28323,2018-01-03 11:00,0.5712682150947923,0.4791666666666667,0,0.4818865740740741,0.5,0,9,-0.900968867902419,0.8660254037844387
71,28323,2018-01-03 15:00,0.5712682150947923,0.6458333333333334,0,0.6315972222222223,0.6666666666666666,0,9,-0.900968867902419,0.8660254037844387
72,28323,2018-01-04 12:00,0.72479278722912,0.5208333333333334,0,0.5048611111111111,0.8333333333333334,0,9,-0.9009688679024191,0.8660254037844387
73,6,2018-01-03 15:00,0.5712682150947923,0.6458333333333334,0,0.6388888888888888,0.75,0,4,-0.900968867902419,0.8660254037844387
